0.0382 37.75 -1.28921E-3 1.03804E-3
0.0382 38.24 -1.28901E-3 1.03755E-3
0.0382 38.73 -1.2888E-3 1.03707E-3
0.0382 39.22 -1.2886E-3 1.03659E-3
0.0382 39.71 -1.2884E-3 1.03612E-3
0.0382 40.2 -1.28821E-3 1.03566E-3
0.0382 40.69 -1.28801E-3 1.03523E-3
0.0382 41.18 -1.28783E-3 1.03481E-3
0.0382 41.67 -1.28764E-3 1.03439E-3
0.0382 42.16 -1.28745E-3 1.03397E-3
0.0382 42.65 -1.28727E-3 1.03356E-3
0.0382 43.14 -1.28709E-3 1.03316E-3
0.0382 43.63 -1.28691E-3 1.03275E-3
0.0382 44.12 -1.28674E-3 1.03236E-3
0.0382 44.61 -1.28656E-3 1.03196E-3
0.0382 45.1 -1.28639E-3 1.03158E-3
0.0382 45.59 -1.28622E-3 1.03119E-3
0.0382 46.08 -1.28605E-3 1.03081E-3
0.0382 46.57 -1.28589E-3 1.03044E-3
0.0382 47.06 -1.28572E-3 1.03007E-3
0.0382 47.55 -1.28556E-3 1.0297E-3
0.0382 48.04 -1.28539E-3 1.02933E-3
0.0382 48.53 -1.28523E-3 1.02897E-3
0.0382 49.02 -1.28508E-3 1.02862E-3
0.0382 49.51 -1.28492E-3 1.02826E-3
0.0476 1. -2.08335E-3 1.76607E-3
0.0476 1.49 -2.07121E-3 1.72229E-3
0.0476 1.98 -2.06198E-3 1.69136E-3
0.0476 2.47 -2.05493E-3 1.6698E-3
0.0476 2.96 -2.04928E-3 1.65359E-3
0.0476 3.45 -2.04442E-3 1.63991E-3
0.0476 3.94 -2.04022E-3 1.62849E-3
0.0476 4.43 -2.03652E-3 1.61869E-3
0.0476 4.92 -2.03321E-3 1.61013E-3
0.0476 5.41 -2.03022E-3 1.60252E-3
0.0476 5.9 -2.02748E-3 1.59546E-3
0.0476 6.39 -2.02497E-3 1.58911E-3
0.0476 6.88 -2.02267E-3 1.58357E-3
0.0476 7.37 -2.02054E-3 1.57852E-3
0.0476 7.86 -2.01854E-3 1.57376E-3
0.0476 8.35 -2.01666E-3 1.5693E-3
0.0476 8.84 -2.01489E-3 1.56508E-3
0.0476 9.33 -2.01322E-3 1.56107E-3
0.0476 9.82 -2.01163E-3 1.5573E-3
0.0476 10.31 -2.01013E-3 1.55388E-3
0.0476 10.8 -2.00871E-3 1.55072E-3
0.0476 11.29 -2.00736E-3 1.54769E-3
0.0476 11.78 -2.00606E-3 1.54479E-3
0.0476 12.27 -2.00481E-3 1.54201E-3
0.0476 12.76 -2.00361E-3 1.53934E-3
0.0476 13.25 -2.00246E-3 1.53676E-3
0.0476 13.74 -2.00135E-3 1.53428E-3
0.0476 14.23 -2.00028E-3 1.53189E-3
0.0476 14.72 -1.99924E-3 1.5296E-3
0.0476 15.21 -1.99825E-3 1.52742E-3
0.0476 15.7 -1.9973E-3 1.5254E-3
0.0476 16.19 -1.99638E-3 1.52347E-3
0.0476 16.68 -1.99549E-3 1.52158E-3
0.0476 17.17 -1.99462E-3 1.51975E-3
0.0476 17.66 -1.99378E-3 1.51797E-3
0.0476 18.15 -1.99296E-3 1.51624E-3
0.0476 18.64 -1.99216E-3 1.51456E-3
0.0476 19.13 -1.99139E-3 1.51292E-3
0.0476 19.62 -1.99063E-3 1.51132E-3
0.0476 20.11 -1.98989E-3 1.50976E-3
0.0476 20.6 -1.98917E-3 1.50824E-3
0.0476 21.09 -1.98846E-3 1.50675E-3
0.0476 21.58 -1.98778E-3 1.5053E-3
0.0476 22.07 -1.98711E-3 1.50388E-3
0.0476 22.56 -1.98645E-3 1.50249E-3
0.0476 23.05 -1.9858E-3 1.50113E-3
0.0476 23.54 -1.98517E-3 1.4998E-3
0.0476 24.03 -1.98456E-3 1.4985E-3
0.0476 24.52 -1.98395E-3 1.49722E-3
0.0476 25.01 -1.98336E-3 1.49598E-3
0.0476 25.5 -1.98279E-3 1.49482E-3
0.0476 25.99 -1.98223E-3 1.49371E-3
0.0476 26.48 -1.98168E-3 1.49261E-3
0.0476 26.97 -1.98114E-3 1.49153E-3
0.0476 27.46 -1.98061E-3 1.49047E-3
0.0476 27.95 -1.98009E-3 1.48943E-3
0.0476 28.44 -1.97958E-3 1.4884E-3
0.0476 28.93 -1.97908E-3 1.4874E-3
0.0476 29.42 -1.97858E-3 1.48641E-3
0.0476 29.91 -1.9781E-3 1.48543E-3
0.0476 30.4 -1.97762E-3 1.48448E-3
0.0476 30.89 -1.97715E-3 1.48353E-3
0.0476 31.38 -1.97669E-3 1.48261E-3
0.0476 31.87 -1.97623E-3 1.48169E-3
0.0476 32.36 -1.97578E-3 1.4808E-3
0.0476 32.85 -1.97534E-3 1.47991E-3
0.0476 33.34 -1.9749E-3 1.47904E-3
0.0476 33.83 -1.97447E-3 1.47818E-3
0.0476 34.32 -1.97405E-3 1.47733E-3
0.0476 34.81 -1.97363E-3 1.4765E-3
0.0476 35.3 -1.97322E-3 1.47567E-3
0.0476 35.79 -1.97282E-3 1.47486E-3
0.0476 36.28 -1.97242E-3 1.47406E-3
0.0476 36.77 -1.97202E-3 1.47327E-3
0.0476 37.26 -1.97163E-3 1.47249E-3
0.0476 37.75 -1.97125E-3 1.47172E-3
0.0476 38.24 -1.97087E-3 1.47096E-3
0.0476 38.73 -1.97049E-3 1.47021E-3
0.0476 39.22 -1.97012E-3 1.46947E-3
0.0476 39.71 -1.96976E-3 1.46874E-3
